,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
46,4,2810,3321,206.77079471459592,49.31198728886476,2555,3066,3066,3577,0.0020419103,4492
47,4,2810,3832,206.79179948683992,49.3050052493454,2555,3577,3066,4088,0.002005057,4492
48,4,3321,255,206.65581689556973,49.36757777644722,3066,0,3577,511,0.0021239677,594
49,4,3321,766,206.67686169937264,49.360616588545554,3066,511,3577,1022,0.0020617559,4492
50,4,3321,1277,206.69790055186303,49.35365157905625,3066,1022,3577,1533,0.002030238,4492
51,4,3321,1788,206.71893344989394,49.3466827509992,3066,1533,3577,2044,0.0020937866,594
52,4,3321,2299,206.73996039032664,49.33971010739639,3066,2044,3577,2555,0.002009138,4492
53,4,3321,2810,206.76098137003055,49.332733651271624,3066,2555,3577,3066,0.002066079,4492
54,4,3321,3321,206.7819963858833,49.32575338565072,3066,3066,3577,3577,0.0020183611,4492
55,4,3321,3832,206.80300543477068,49.318769313561326,3066,3577,3577,4088,0.0020450882,4492
56,4,3832,255,206.66699904468774,49.381354959293155,3577,0,4088,511,1713.9082,1
57,4,3832,766,206.6880481604367,49.374391745487266,3577,511,4088,1022,0.0020695864,4492
58,4,3832,1277,206.70909131896883,49.367424708827436,3577,1022,4088,1533,0.0020469257,4492
59,4,3832,1788,206.73012851713827,49.36045385233585,3577,1533,4088,2044,0.002060286,4492
60,4,3832,2299,206.75115975180722,49.353479179036555,3577,2044,4088,2555,0.0019453829,4492
61,4,3832,2810,206.77218501984615,49.346500691955626,3577,2555,4088,3066,0.0020569807,4492
